facility_id|license|dba_name|facility_type|address|city|state|zip|latitude|longitude|location|has_location
1|0|SOLRAC SNACS LLC|Restaurant|4809 W HARRISON ST|CHICAGO|IL|60644|41.873014|-87.745398|"
,  
(41.87301397190055, -87.74539753606524)"|t
2|1|HARVEST CRUSADES MINISTRIES|Special Event|118 N CENTRAL AVE |CHICAGO|IL|60644|41.882845|-87.765095|(41.88284507471884, -87.76509545204392)|t
3|1000|BELMONTE LIQUORS|Liquor|600 S CICERO AVE |CHICAGO|IL|60644|41.873095|-87.745144|(41.873094832519136, -87.74514386884542)|t
4|1000049|PEREZ MEXICAN FOOD|Restaurant|853-855 W RANDOLPH ST |CHICAGO|IL|60607|41.884261|-87.649534|(41.88426142200001, -87.6495341312589)|t
5|1000125|D & D FOOD & LIQUOR|Grocery Store|2006 W DIVISION ST |CHICAGO|IL|60622|41.903295|-87.677611|(41.90329479841468, -87.67761094821579)|t
6|1000160|MY BOY JACK'S|Unknown|2547 W 111TH ST |CHICAGO|IL|60655|41.691640|-87.685376|(41.69163955333362, -87.68537627430032)|t
7|1000200|KAPPIL STORE|Unknown|5952 W DIVERSEY AVE |CHICAGO|IL|60639|41.931252|-87.775672|(41.931252123128445, -87.7756722749983)|t
8|1000209|lakeview food mart|Unknown|711 W BELMONT AVE |CHICAGO|IL|60657|41.939899|-87.647332|(41.93989937763544, -87.64733231471344)|t
9|1000245|DUFFY'S TAVERN & GRILLE|Restaurant|420 1/2 W DIVERSEY PKWY |CHICAGO|IL|60614|41.933004|-87.640186|(41.93300409973139, -87.64018629087145)|t
10|1000325|BRIDGET MCNEILLS|Restaurant|420 W BELMONT AVE |CHICAGO|IL|60657|41.940213|-87.640450|(41.94021288733969, -87.64044977373753)|t
11|1000456|MAS RESTAURANT|Unknown|1670 W DIVISION ST |CHICAGO|IL|60622|41.903410|-87.670296|(41.90341001498685, -87.67029621760888)|t
12|1000572|JEWEL FOOD STORE #3030|Grocery Store|7530 S STONY ISLAND AVE|CHICAGO|IL|60649|41.757806|-87.586268|"
,  
(41.75780565854321, -87.58626825801873)"|t
13|1000612|NAHA RESTAURANT|Restaurant|500 N CLARK ST |CHICAGO|IL|60654|41.890862|-87.631253|(41.89086223772983, -87.63125333127317)|t
14|1000639|CHICAGOLAND PIZZA & PASTA|Restaurant|5620 S PULASKI RD |CHICAGO|IL|60629|41.790667|-87.723236|(41.79066695339908, -87.72323574527378)|t
15|1000774|RECLAIMED BAR AND RESTAURANT|Restaurant|3655 N WESTERN AVE|CHICAGO|IL|60618|41.948346|-87.688155|"
,  
(41.948345864607994, -87.6881554885054)"|t
16|1000849|Bravo Food & Liquor|Unknown|619 W 43RD ST |CHICAGO|IL|60609|41.816142|-87.641622|(41.81614184571898, -87.641621800862)|t
17|1000878|CHILPANCINGO|Unknown|358 W ONTARIO ST |CHICAGO|IL|60654|41.893246|-87.637870|(41.8932464758799, -87.6378702999609)|t
18|1000894|COSMIC CAFE|Restaurant|1300 S LAKE SHORE DR|CHICAGO|IL|60605|41.865732|-87.619669|"
,  
(41.865732312266495, -87.61966863731983)"|t
19|1000918|AMERICAN  PETROLEUM|Unknown|2950 N CICERO AVE |CHICAGO|IL|60641|41.934879|-87.746875|(41.93487868147403, -87.74687541003577)|t
20|1000971|KENSINGTON PLACE NURSING AND REHABILITATION CENTER|Long Term Care|3405 S MICHIGAN AVE |CHICAGO|IL|60616|41.832678|-87.623148|(41.83267813012173, -87.62314760698986)|t
21|1000978|J K & S FOOD & LIQUOR|Grocery Store|503 W 59TH ST |CHICAGO|IL|60621|41.787039|-87.637813|(41.7870390747415, -87.63781272819968)|t
22|1001031|Le Peep Restaurant|Restaurant|1010 W WASHINGTON BLVD |CHICAGO|IL|60607|41.883163|-87.652569|(41.883163475817916, -87.6525689466173)|t
23|1001133|TUTTO FRESCO|Restaurant|3829 N BROADWAY |CHICAGO|IL|60613|41.952091|-87.649486|(41.95209131570125, -87.64948576380081)|t
24|1011|FITZGERALD'S LIQUORS|Unknown|8700 S YATES BLVD |CHICAGO|IL|60617|41.737219|-87.566176|(41.737218597971726, -87.5661760914667)|t
25|10125|WHITE HEN PANTRY #0-0-8505-1|Unknown|2004 N HALSTED ST |CHICAGO|IL|60614|41.918380|-87.648664|(41.918379546097775, -87.64866434854011)|t
26|10130|THE JACKSON GRILL|Unknown|547 W JACKSON BLVD |CHICAGO|IL|60661|41.877914|-87.641405|(41.8779141549793, -87.64140539747254)|t
27|10139|POPEYE'S CHICKEN RESTAURANT|Restaurant|616 E 103RD ST |CHICAGO|IL|60628|41.707510|-87.608183|(41.70750956551268, -87.60818281887107)|t
28|10158|ISLA AZUL FISH MARKET|Unknown|1911 S BLUE ISLAND AVE |CHICAGO|IL|60608|41.855659|-87.662867|(41.85565947708973, -87.66286743111178)|t
29|10166|THE ARTS CLUB OF CHICAGO|Restaurant|201 E ONTARIO ST|CHICAGO|IL|60611|41.893254|-87.622594|"
,  
(41.893253564575346, -87.6225942872089)"|t
30|10169|CENTER RESTAURANT BAR|Restaurant|3039 W LAWRENCE AVE |CHICAGO|IL|60625|41.968371|-87.705182|(41.968371396654824, -87.70518248132869)|t
31|1017|MEMBERS ONLY|Unknown|4518 S MCDOWELL AVE |CHICAGO|IL|60609|41.811836|-87.661013|(41.811835758122164, -87.6610129672327)|t
32|10175|K & H LOUNGE INC|Tavern|3750-3752 N CENTRAL AVE |CHICAGO|IL|60634|41.949246|-87.767018|(41.94924585951233, -87.76701801314188)|t
33|1019|RED'S NEW GENERATION|Unknown|6924 S STONY ISLAND AVE |CHICAGO|IL|60649|41.768967|-87.586463|(41.768967018931015, -87.5864632658377)|t
34|10195|BERNARD & VANESSA'S LOUNGE|TAVERN|5206-08 W DIVISION ST |CHICAGO|IL|60651|41.902353|-87.756118|(41.90235347935294, -87.75611796429392)|t
35|10215|A WHIZZ KIDS PRESCHOOL,INC #2|Daycare (2 - 6 Years)|2600 E 83RD ST |CHICAGO|IL|60617|41.744636|-87.561203|(41.74463632694813, -87.56120291419677)|t
36|1021579|P0NY EXPRESS RESTAURANT|Restaurant|2000 W 21ST ST |CHICAGO|IL|60608|41.854120|-87.676020|(41.854119832466814, -87.6760196708425)|t
37|1021659|CAFE HOANG|Restaurant|1010 W ARGYLE ST |CHICAGO|IL|60640|41.973415|-87.655422|(41.973415011961535, -87.65542230934777)|t
38|1021665|EUROPA MEAT MAKET INC|Grocery Store|1063 W GRANVILLE AVE |CHICAGO|IL|60660|41.994470|-87.658046|(41.994470378756276, -87.65804638237994)|t
39|1021782|Starbucks Coffee #2428|Restaurant|6738 N SHERIDAN RD |CHICAGO|IL|60626|42.004716|-87.661003|(42.00471569947856, -87.66100295990694)|t
40|1021790|CAFE NORDSTROM|Restaurant|55 E GRAND AVE|CHICAGO|IL|60611|41.891591|-87.625867|"
,  
(41.891590741083505, -87.62586713724458)"|t
41|10218|COLONY FOOD & LIQUOR, INC.|Grocery Store|7555 S RACINE AVE|CHICAGO|IL|60620|41.756203|-87.653745|"
,  
(41.75620288004727, -87.6537454403711)"|t
42|1021807|HOUSE OF HU NAN|Unknown|4716 N MILWAUKEE AVE |CHICAGO|IL|60630|41.965972|-87.759282|(41.96597189407212, -87.75928157828317)|t
43|10220|COLONY FOOD & LIQUOR, INC.|Grocery Store|7555 S RACINE AVE|CHICAGO|IL|60620|41.756203|-87.653745|"
,  
(41.75620288004727, -87.6537454403711)"|t
44|10228|MONTESSORI ACADEMY & ASSOC., INC.|Daycare Above and Under 2 Years|11019-11025 S HALSTED ST |CHICAGO|IL|60628|41.693580|-87.642270|(41.693580294451586, -87.64227024019462)|t
45|10229|CHICKEN INN|Restaurant|7536 N MILWAUKEE AVE |CHICAGO|IL|60631|42.018079|-87.806979|(42.01807881531112, -87.80697946789799)|t
46|10230|EXPRESSWAY 95 CARRY OUT|Unknown|9442 S LAFAYETTE AVE |CHICAGO|IL|60620|41.722175|-87.625207|(41.7221745291644, -87.62520739518823)|t
47|10235|HAI YEN|Restaurant|1055 W ARGYLE ST|CHICAGO|IL|60640|41.973172|-87.657141|"
,  
(41.97317176563255, -87.65714083118823)"|t
48|10240|MOM'S BAKE SHOPPE & RESTAURANT|Restaurant|2415 W PETERSON AVE |CHICAGO|IL|60659|41.990384|-87.690318|(41.99038358477244, -87.6903184871278)|t
49|10274|CHICAGO MATH-SCIENCE ACADEMY|School|1709 W LUNT |CHICAGO|IL|60626|42.008898|-87.672651|(42.0088983888472, -87.67265061077502)|t
50|10279|FRUTERIA OLIVOS|Unknown|2022 W 35TH ST |CHICAGO|IL|60609|41.830490|-87.676207|(41.83048987325396, -87.6762068763212)|t
51|10306|FINE FAIR FOOD & LIQUOR|Grocery Store|3357-3359 W 16TH ST |CHICAGO|IL|60623|41.858921|-87.710174|(41.85892068587327, -87.71017388926957)|t
52|10351|LIO FOOD DIST INC|Wholesale|3725 S HALSTED ST |CHICAGO|IL|60609|41.826328|-87.645855|(41.82632762797608, -87.6458552083456)|t
53|1036|STERCH'S|TAVERN|2238 N LINCOLN AVE |CHICAGO|IL|60614|41.922699|-87.645133|(41.922698654947936, -87.6451329417807)|t
54|10364|PRIME FOOD CATERERS INC|Unknown|5643 W NORTH AVE |CHICAGO|IL|60639|41.909242|-87.767517|(41.909241879021444, -87.76751656543202)|t
55|10366|COLEMAN'S BAR B QUE #2|Restaurant|5752-5754 W CHICAGO AVE |CHICAGO|IL|60651|41.894898|-87.769843|(41.894897804583955, -87.76984310664683)|t
56|10390|CASS HOTEL|Unknown|640 N WABASH AVE |CHICAGO|IL|60611|41.893691|-87.626920|(41.89369130700822, -87.62692024021078)|t
57|10393|NORTHWESTERN MEMORIAL HOSPITAL (CAFETERIA-2ND)|Restaurant|251 E HURON ST |CHICAGO|IL|60611|41.894903|-87.620744|(41.89490330235543, -87.62074372623964)|t
58|10395|WHITE HEN PANTRY # 0 8605-1|Unknown|5050 N LINCOLN AVE |CHICAGO|IL|60625|41.973099|-87.691615|(41.97309942139429, -87.69161530608629)|t
59|10399|TRIANO'S PIZZA|Restaurant|6758 W ARCHER AVE|CHICAGO|IL|60638|41.792267|-87.791519|"
,  
(41.79226712207461, -87.79151867891662)"|t
60|104|VITO & NICK'S LOUNGE|Unknown|8433-8435 S PULASKI RD |CHICAGO|IL|60652|41.739329|-87.721440|(41.739329410001126, -87.72143966255604)|t
61|10400|MIARA'S CONT'L PASTRY DELI INC|Grocery Store|7051-7053 W ADDISON ST |CHICAGO|IL|60634|41.945234|-87.802927|(41.945233823079576, -87.80292663853972)|t
62|10407|EMILS|Restaurant|101 N WACKER DR |CHICAGO|IL|60606|41.883234|-87.636649|(41.88323434776848, -87.6366490618587)|t
63|10409|RIVER KWAI II|Unknown|1650 W BELMONT AVE |CHICAGO|IL|60657|41.939779|-87.670673|(41.939779061913065, -87.67067331045943)|t
64|1042276|SUBWAY SANDWICH SHOP|Restaurant|2825 N ASHLAND AVE|CHICAGO|IL|60657|41.933205|-87.668281|"
,  
(41.93320477266116, -87.66828066337138)"|t
65|1042285|Rio Grande Fruit Market, Inc.|Grocery Store|3501 W NORTH AVE|CHICAGO|IL|60647|41.909911|-87.714386|"
,  
(41.909910705082176, -87.71438551021203)"|t
66|1042331|Tuscany Cafe|Restaurant|520 N MICHIGAN AVE |CHICAGO|IL|60611|41.891689|-87.624307|(41.89168851736832, -87.62430717812579)|t
67|1042353|FLORIDA FOOD & LIQUOR|Grocery Store|4201 W AUGUSTA BLVD|CHICAGO|IL|60651|41.898826|-87.731235|"
,  
(41.89882626862589, -87.73123507786195)"|t
68|1042390|THE DRUM & MONKEY|Restaurant|1435 W TAYLOR ST |CHICAGO|IL|60607|41.869207|-87.663087|(41.869206866586865, -87.6630873696548)|t
69|1042399|Lou Malnati's Pizzeria|Restaurant|956-958 W WRIGHTWOOD AVE|CHICAGO|IL|60614|41.929120|-87.653592|"
,  
(41.92911994883241, -87.65359186197217)"|t
70|10424|FARM CITY MEAT MARKET|Grocery Store|2255 W DEVON AVE |CHICAGO|IL|60659|41.997668|-87.687147|(41.99766818403645, -87.68714725060154)|t
71|1042446|COSTAS|Unknown|332-340 S HALSTED ST |CHICAGO|IL|60661|41.876931|-87.647357|(41.87693140416427, -87.64735656177236)|t
72|1042466|ESTATE|Liquor|1111-1113 W LAKE ST |CHICAGO|IL|60607|41.885427|-87.654966|(41.885426604527154, -87.65496569400409)|t
73|1042476|SPARACINO RISTORANTE|Unknown|6966 W NORTH AVE |CHICAGO|IL|60707|41.909070|-87.799792|(41.90907047598386, -87.79979158282632)|t
74|1042539|LA JUNQUENA FOODS & LIQUOR|Unknown|2501-2503 W NORTH AVE |CHICAGO|IL|60647|41.910184|-87.689727|(41.91018381958202, -87.68972702379838)|t
75|1042543|LOS TORITOS RESTAURANT Y TAQUERIA|Restaurant|1825 W MONTROSE AVE |CHICAGO|IL|60613|41.961392|-87.675476|(41.961392151177236, -87.67547611339896)|t
76|1042556|PAYLESS FOODS|Unknown|3301 W EVERGREEN AVE |CHICAGO|IL|60651|41.905432|-87.709443|(41.90543225221215, -87.709442815952)|t
77|1042581|PETE'S QUALITY MEATS|Grocery Store|255 W 95TH ST |CHICAGO|IL|60628|41.721517|-87.630892|(41.72151734423037, -87.63089157226649)|t
78|1042626|Tony's Billiard Parlor|Unknown|1003-1007 W LELAND AVE |CHICAGO|IL|60640|41.967152|-87.654950|(41.967152491079354, -87.65495021122398)|t
79|1042634|MY HOUSE|Unknown|3304 W FULLERTON AVE |CHICAGO|IL|60647|41.924785|-87.711000|(41.92478462356778, -87.71100000013901)|t
80|1042664|LOWCOUNTRY|Restaurant|3343 N CLARK ST|CHICAGO|IL|60657|41.942869|-87.652863|"
,  
(41.942869318828365, -87.65286280377227)"|t
81|1042699|Breaker's Pantry|Grocery Store|5343 N SHERIDAN RD|CHICAGO|IL|60640|41.979387|-87.654919|"
,  
(41.979386845985864, -87.65491930654957)"|t
82|1042702|CROSSROADS PUBLIC HOUSE|Restaurant|2630 N CLARK ST |CHICAGO|IL|60614|41.930412|-87.643887|(41.93041200959479, -87.6438865291044)|t
83|1042730|Wing Wah Lau|Unknown|4340 S ARCHER AVE |CHICAGO|IL|60632|41.814554|-87.703721|(41.814554270530905, -87.70372129941862)|t
84|1042761|WHITE STEEPLE PRESCHOOL|Daycare (2 - 6 Years)|5849 N NINA AVE |CHICAGO|IL|60631|41.987360|-87.803786|(41.98736048019242, -87.80378597661188)|t
85|1042792|Popeyes|Restaurant|5050 S CICERO AVE |CHICAGO|IL|60638|41.800643|-87.743113|(41.800642553587245, -87.74311346920472)|t
86|1042888|DEVON MARKET|Grocery Store|1440 W DEVON AVE|CHICAGO|IL|60660|41.998228|-87.667104|"
,  
(41.99822825376651, -87.66710446646866)"|t
87|1042895|SKYBRIDGE RESTAURANT & BAR|Restaurant|11601 W TOUHY AVE|CHICAGO|IL|60666|42.008751|-87.906874|"
,  
(42.00875076599798, -87.90687413400109)"|t
88|1042910|VINCE'S PIZZA|Restaurant|6217 W 63RD ST|CHICAGO|IL|60638|41.777645|-87.777066|"
,  
(41.77764537687134, -87.77706595836504)"|t
89|1042933|STEPPING INTO THE FUTURE|Children's Services Facility|1531 W LAWRENCE AVE|CHICAGO|IL|60640|41.968771|-87.668783|"
,  
(41.968770917787246, -87.66878336709107)"|t
90|1043|GRAND RIVER|Restaurant|3032 N LINCOLN AVE |CHICAGO|IL|60657|41.936780|-87.664834|(41.936779807698976, -87.6648344969278)|t
91|1043008|Rosebud Steakhouse|Restaurant|192 E WALTON ST |CHICAGO|IL|60611|41.900150|-87.622147|(41.900150068517426, -87.62214674513696)|t
92|1043015|GENO'S BAR AND GRILL|Unknown|358 W ONTARIO ST |CHICAGO|IL|60654|41.893246|-87.637870|(41.8932464758799, -87.6378702999609)|t
93|1043070|MCDONALDS #12003|Restaurant|8871 S KINGSTON AVE |CHICAGO|IL|60617|41.733725|-87.564287|(41.733724728351504, -87.56428681640708)|t
94|1043071|THE BAGHADADI RESTURANT|Unknown|3246 W LAWRENCE AVE |CHICAGO|IL|60625|41.968544|-87.710388|(41.968544296134745, -87.71038827550676)|t
95|1043118|BAISI THAI|Restaurant|900 N MICHIGAN AVE |CHICAGO|IL|60611|41.899249|-87.624275|(41.89924859703626, -87.62427497820545)|t
96|1043135|Rick's Cafe-Casablanca|Unknown|3915 N SHERIDAN RD |CHICAGO|IL|60613|41.953158|-87.654359|(41.953157536576526, -87.6543589916925)|t
97|1043148|CARNIVAL GROCERY STORE|Grocery Store|458 W DICKENS AVE|CHICAGO|IL|60614|41.920220|-87.641243|"
,  
(41.92022010567366, -87.64124292121636)"|t
98|1043182|becks book store inc|Unknown|6550 N SHERIDAN RD |CHICAGO|IL|60626|42.001624|-87.660896|(42.00162445069301, -87.66089553005129)|t
99|1043344|HEAT|Unknown|1507 N SEDGWICK ST |CHICAGO|IL|60610|41.909479|-87.638394|(41.9094789093631, -87.63839445280031)|t
100|1043368|Starbucks Coffee #2445|Restaurant|1052-1070 W BRYN MAWR AVE |CHICAGO|IL|60660|41.983780|-87.657311|(41.9837803795335, -87.65731095408496)|t
101|1043422|EL RINCON NORTENO  INC|Restaurant|3300 W 55TH ST |CHICAGO|IL|60632|41.793588|-87.706068|(41.79358772840839, -87.70606830509527)|t
102|1043442|FALCO'S PIZZA|Mobile Food Dispenser|2806 W 40TH PL |CHICAGO|IL|60632|41.820231|-87.694875|(41.82023097447918, -87.6948747056587)|t
103|1043471|SOUTHLOOP KINDERCARE|Children's Services Facility|1501 S STATE ST |CHICAGO|IL|60605|41.861895|-87.627142|(41.86189504867573, -87.62714188742741)|t
104|1043532|Little People's Day Care & Kindergarten, Inc.|Daycare (2 - 6 Years)|7428 N ROGERS AVE|CHICAGO|IL|60626|42.016689|-87.674150|"
,  
(42.01668938211222, -87.67415033629639)"|t
105|1043543|J & B DISTRIBUTING CO|Wholesale|3250 N KILPATRICK AVE |CHICAGO|IL|60641|41.940371|-87.744086|(41.94037119686467, -87.74408596494875)|t
106|1043583|Lake Shore Groceries|Grocery Store|900 N LAKE SHORE DR|CHICAGO|IL|60611|41.899281|-87.618895|"
,  
(41.899280990919685, -87.61889451230181)"|t
107|1043591|BARBAKAN RESTAURANT|Restaurant|3143-3145 N CENTRAL AVE |CHICAGO|IL|60634|41.938035|-87.766332|(41.93803468310132, -87.76633200355475)|t
108|10436|NORTON'S NOVELTY SHOP|Unknown|4759 W NORTH AVE |CHICAGO|IL|60639|41.909517|-87.746048|(41.909516846169545, -87.74604839973982)|t
109|1043611|Golden Duck|Unknown|4801 N MILWAUKEE AVE |CHICAGO|IL|60630|41.967966|-87.760652|(41.967965811139145, -87.76065245915902)|t
110|1043638|GAS & FOOD|Grocery Store|1549 W ROOSEVELT RD |CHICAGO|IL|60608|41.866752|-87.665896|(41.86675226606486, -87.66589648698415)|t
111|1043697|BD'S MONGOLIAN BARBEQUE OF WRIGLEYVILLE|Unknown|3330 N CLARK ST |CHICAGO|IL|60657|41.942486|-87.652897|(41.942486129981106, -87.65289661051825)|t
112|1043732|BILLY CALDWELL POST 806|Unknown|5116 W IRVING PARK RD |CHICAGO|IL|60641|41.953430|-87.755384|(41.95343019934746, -87.75538394063913)|t
113|1043764|SUSHI HOUSE|Unknown|1210 N CLARK ST |CHICAGO|IL|60610|41.904265|-87.631603|(41.90426522825603, -87.63160329458951)|t
114|1043783|The Northern Trust Bank - 5th Floor|Restaurant|50 S LA SALLE ST |CHICAGO|IL|60603|41.880705|-87.632476|(41.88070510431831, -87.63247630514623)|t
115|1043784|The Northern Trust Bank - 5th Floor|Restaurant|50 S LA SALLE ST |CHICAGO|IL|60603|41.880705|-87.632476|(41.88070510431831, -87.63247630514623)|t
116|1043792|ST AUGUSTINE COLLEGE CANILLITA|Daycare (2 - 6 Years)|1333 W ARGYLE ST |CHICAGO|IL|60640|41.972505|-87.663537|(41.97250505625872, -87.66353663585565)|t
117|1043815|ESTATE ULTRA BAR|Restaurant|1177 N ELSTON AVE |CHICAGO|IL|60642|41.903434|-87.658087|(41.90343419833639, -87.65808664758482)|t
118|1043818|CHARMING WOK|Unknown|4801 N BROADWAY |CHICAGO|IL|60640|41.969089|-87.659525|(41.96908885472496, -87.65952538050671)|t
119|1043826|NORTH LAWNDALE YMCA|Daycare Above and Under 2 Years|3449 W ARTHINGTON ST |CHICAGO|IL|60624|41.869870|-87.712595|(41.86986984755615, -87.71259473893781)|t
120|1043848|AMSTAR|GAS STATION|7560 S COTTAGE GROVE AVE |CHICAGO|IL|60619|41.756846|-87.605495|(41.75684589850627, -87.60549463695976)|t
121|1043966|PHO XE LUA|Restaurant|1021 W ARGYLE ST |CHICAGO|IL|60640|41.973189|-87.655837|(41.973189054288056, -87.65583712062242)|t
122|1044022|LIQUOR DEPOT|Unknown|5114 S KNOX AVE |CHICAGO|IL|60632|41.799878|-87.739421|(41.799877878563336, -87.73942146302164)|t
123|1044029|THE GREEN DOLPHIN|Restaurant|2200 N ASHLAND AVE |CHICAGO|IL|60614|41.921585|-87.668773|(41.92158491136849, -87.66877310760022)|t
124|1044031|GREEN TEA JAPANESE RESTAURANT|Restaurant|2206 N CLARK ST|CHICAGO|IL|60614|41.922146|-87.638546|"
,  
(41.922146045915134, -87.63854595404018)"|t
125|1044092|LALO  RESTAURANT|Restaurant|4126 W 26TH ST |CHICAGO|IL|60623|41.844315|-87.728180|(41.84431470188272, -87.72817991896609)|t
126|1044156|ADMIRAL THEATRE|Restaurant|3940 W LAWRENCE AVE|CHICAGO|IL|60625|41.968360|-87.727267|"
,  
(41.968359543198794, -87.72726653660831)"|t
127|1044226|DIOSA RED RESTAURANT|Unknown|3419 N CLARK ST |CHICAGO|IL|60657|41.944115|-87.653856|(41.94411462308507, -87.6538560206732)|t
128|1044251|BURGER KING #11967|Unknown|2401- 2407 W OGDEN AVE |CHICAGO|IL|60608|41.864647|-87.686003|(41.86464672961594, -87.68600251219546)|t
129|1044305|Kit Kat Lounge and Restaurant|Restaurant|3700 N HALSTED ST|CHICAGO|IL|60613|41.949147|-87.649690|"
,  
(41.94914733742978, -87.64968983874849)"|t
130|1044329|DOCK STREET CAFE|Restaurant|700 E GRAND AVE |CHICAGO|IL|60611|41.892249|-87.609518|(41.892249163400116, -87.60951804879336)|t
131|1044370|7-Eleven|Grocery Store|10759 S EWING AVE |CHICAGO|IL|60617|41.699194|-87.535135|(41.69919360062641, -87.5351347557681)|t
132|1044375|7-Eleven|Grocery Store|4631 N WESTERN AVE |CHICAGO|IL|60625|41.965792|-87.688671|(41.965791672217485, -87.68867076537488)|t
133|1044389|FRANK'S BP SERVICE|GAS STATION|2801 W ARMITAGE AVE |CHICAGO|IL|60647|41.917379|-87.697251|(41.91737931678818, -87.69725064026628)|t
134|1044412|BAR THIRTEEN|Unknown|1944 W DIVISION ST |CHICAGO|IL|60622|41.903311|-87.676652|(41.90331075549537, -87.67665169704529)|t
135|1044428|Roosevelt Discount|Grocery Store|3821-3823 W ROOSEVELT RD |CHICAGO|IL|60624|41.866119|-87.720928|(41.86611949397407, -87.72092757399619)|t
136|1044437|SALSA CAFE|Unknown|1412 W TAYLOR ST |CHICAGO|IL|60607|41.869441|-87.662219|(41.86944057078048, -87.6622191428977)|t
137|1044559|7 HEAVEN FOOD|Unknown|1363 W WILSON AVE |CHICAGO|IL|60640|41.965185|-87.664871|(41.965184639305924, -87.66487058437944)|t
138|1044650|Costco Wholesale # 380|Grocery Store|2746 N CLYBOURN AVE|CHICAGO|IL|60614|41.931021|-87.676864|"
,  
(41.93102100579779, -87.6768640181342)"|t
139|1044682|YEE HEUNG SEAFOOD HOUSE|Restaurant|225 W CERMAK RD |CHICAGO|IL|60616|41.852728|-87.633039|(41.852727800389985, -87.63303883684604)|t
140|1044712|CHIPOTLE MEXICAN GRILL|Restaurant|10 E JACKSON BLVD|CHICAGO|IL|60604|41.878332|-87.627324|"
,  
(41.87833154856475, -87.62732389735858)"|t
141|1044714|CHIPOTLE MEXICAN GRILL|Restaurant|1166 N STATE ST|CHICAGO|IL|60610|41.903836|-87.628826|"
,  
(41.90383565973192, -87.6288261074516)"|t
142|1044724|CHIPOTLE MEXICAN GRILL|Restaurant|291 E ONTARIO ST|CHICAGO|IL|60611|41.893294|-87.620393|"
,  
(41.89329367658513, -87.62039289469121)"|t
143|1044743|BONNE SANTE HEALTH FOODS INC.|Restaurant|1512 E 53RD ST|CHICAGO|IL|60615|41.799658|-87.588578|"
,  
(41.79965791698844, -87.58857814228286)"|t
144|1044746|SUSHI O SUSHI|Restaurant|346 W ARMITAGE AVE |CHICAGO|IL|60614|41.918440|-87.638258|(41.91844043280386, -87.63825828564545)|t
145|1044752|COCHIAROS PIZZA #2|Restaurant|4741 W FULLERTON AVE|CHICAGO|IL|60639|41.924141|-87.745529|"
,  
(41.92414063497689, -87.74552933864975)"|t
146|1044761|GT'S GRILL|Unknown|5016 N PULASKI RD |CHICAGO|IL|60630|41.972406|-87.728292|(41.97240585532906, -87.72829150056414)|t
147|1044779|SANTA FE SUPER MARKET|Grocery Store|5001 W ADDISON ST |CHICAGO|IL|60641|41.945950|-87.752134|(41.9459501530377, -87.75213437808196)|t
148|1044796|LOST NEVER FOUND|Restaurant|3660-3662 N CLARK ST|CHICAGO|IL|60613|41.948736|-87.657923|"
,  
(41.94873596654509, -87.65792288913369)"|t
149|1044813|DUNKIN' DONUTS|Restaurant|171 W VAN BUREN ST |CHICAGO|IL|60605|41.876752|-87.633134|(41.87675210714043, -87.63313433761056)|t
150|1044839|LIL GUYS & MY PIE TOO|Restaurant|2010 N DAMEN AVE|CHICAGO|IL|60647|41.918105|-87.677781|"
,  
(41.91810534240852, -87.67778053878558)"|t
151|1044845|MONROE LOBBY SHOP INC|Grocery Store|525 W MONROE ST |CHICAGO|IL|60661|41.880463|-87.640804|(41.880463147078466, -87.6408038842781)|t
152|1044860|TAQUERIA LOS GALLOS INC|Restaurant|4209-4211 W 26TH ST|CHICAGO|IL|60623|41.844070|-87.729807|"
,  
(41.844069583410565, -87.72980747367433)"|t
153|10449|MR T'S|Unknown|3500 W LAKE ST |CHICAGO|IL|60624|41.884894|-87.713672|(41.88489391965036, -87.71367229083744)|t
154|1044901|FILLING STATION  & CONVENIENCE  STORE|Grocery Store|6646-6658 S WESTERN AVE |CHICAGO|IL|60636|41.772402|-87.683603|(41.772401759937566, -87.68360273081268)|t
155|1044905|Fox & Obel Food Market|Grocery Store|401 E ILLINOIS ST |CHICAGO|IL|60611|41.890944|-87.617541|(41.89094361522157, -87.61754059260844)|t
156|1044933|FRANCESCA'S BRYN MAWR|Restaurant|1039 W BRYN MAWR AVE |CHICAGO|IL|60660|41.983571|-87.656754|(41.98357123084218, -87.6567539303426)|t
157|1044944|Chicago Concessions Palace, Inc.|Liquor|151 W RANDOLPH ST |CHICAGO|IL|60601|41.884363|-87.632508|(41.884363124337945, -87.63250838516524)|t
158|1044967|ALL SEAYSONED|Restaurant|454 N COLUMBUS DR |CHICAGO|IL|60611|41.890238|-87.620443|(41.890237658088935, -87.62044314295012)|t
159|1044988|ZAVALA'S GROCERY STORE INC|Grocery Store|2657 S KOLIN AVE|CHICAGO|IL|60623|41.842423|-87.732873|"
,  
(41.84242345697442, -87.73287256769933)"|t
160|1045014|PHIL'S PIZZA|Unknown|3551 S HALSTED ST |CHICAGO|IL|60609|41.829237|-87.645925|(41.829237244412106, -87.64592451569634)|t
161|1045099|INTERNATIONAL HOUSE OF PANCAKES|Restaurant|2818 W DIVERSEY AVE|CHICAGO|IL|60647|41.932199|-87.698510|"
,  
(41.93219923769267, -87.69851035446803)"|t
162|1045101|CUB FOODS|Unknown|2627 N ELSTON AVE |CHICAGO|IL|60647|41.929489|-87.683688|(41.92948927399519, -87.68368782489382)|t
